1	1	5.115	2.355
1	2	4.43	2.555
1	6	4.93	1.725
1	7	5.335	1.645
1	8	5.5200000000000005	1.665
1	9	5.75	1.685
2	1	5.24	2.37
2	2	4.525	2.54
2	6	4.95	1.725
2	7	5.34	1.635
2	8	5.515	1.665
2	9	5.73	1.675
3	1	5.365	2.39
3	2	4.635	2.545
3	6	4.97	1.735
3	7	5.345	1.6400000000000001
3	8	5.5	1.665
3	9	5.73	1.68
4	1	5.485	2.4
4	2	4.785	2.545
4	6	4.98	1.74
4	7	5.34	1.6400000000000001
4	8	5.53	1.67
4	9	5.735	1.68
5	1	5.605	2.415
5	2	4.94	2.56
5	6	4.995	1.74
5	7	5.335	1.645
5	8	5.555	1.67
5	9	5.7250000000000005	1.68
6	1	5.69	2.4250000000000003
6	2	5.065	2.59
6	6	4.995	1.745
6	7	5.305	1.645
6	8	5.53	1.6600000000000001
6	9	5.755	1.68
7	1	5.775	2.445
7	2	5.1850000000000005	2.61
7	6	5.01	1.745
7	7	5.265	1.6500000000000001
7	8	5.505	1.665
7	9	5.775	1.685
8	1	5.925	2.46
8	2	5.315	2.61
8	6	5.03	1.75
8	7	5.28	1.6500000000000001
8	8	5.51	1.665
8	9	5.76	1.685
9	1	6.09	2.465
9	2	5.455	2.6
9	3	2.49	2.265
9	6	5.055	1.75
9	7	5.305	1.6500000000000001
9	8	5.5200000000000005	1.675
9	9	5.74	1.685
10	1	6.26	2.48
10	2	5.66	2.59
10	3	2.61	2.2600000000000002
10	6	5.0600000000000005	1.75
10	7	5.29	1.655
10	8	5.5200000000000005	1.68
10	9	5.765	1.685
11	1	6.43	2.5
11	2	5.855	2.58
11	3	2.73	2.27
11	6	5.065	1.745
11	7	5.28	1.655
11	8	5.515	1.68
11	9	5.785	1.69
12	1	6.425	2.505
12	2	5.98	2.575
12	3	2.815	2.27
12	4	2.4250000000000003	2.265
12	6	5.1000000000000005	1.745
12	7	5.2700000000000005	1.655
12	8	5.515	1.68
12	9	5.79	1.69
13	1	6.45	2.515
13	2	6.1000000000000005	2.56
13	3	2.9	2.27
13	4	2.765	2.2600000000000002
13	6	5.13	1.75
13	7	5.26	1.6600000000000001
13	8	5.51	1.685
13	9	5.79	1.69
