1	1	0.805	2.615
1	2	1.99	2.52
1	3	2.325	2.495
1	4	2.75	2.485
1	5	3.11	2.495
2	1	0.765	2.625
2	2	1.915	2.485
2	3	2.315	2.5100000000000002
2	4	2.775	2.46
2	5	3.1750000000000003	2.47
3	1	0.72	2.6350000000000002
3	2	1.9000000000000001	2.495
3	3	2.315	2.5
3	4	2.785	2.45
3	5	3.14	2.5
4	1	0.625	2.61
4	2	1.875	2.485
4	3	2.305	2.5100000000000002
4	4	2.785	2.46
4	5	3.16	2.46
5	1	0.55	2.66
5	2	1.85	2.485
5	3	2.305	2.495
5	4	2.82	2.485
5	5	3.205	2.5100000000000002
6	1	0.52	2.645
6	2	1.84	2.505
6	3	2.27	2.485
6	4	2.83	2.45
6	5	3.205	2.52
7	1	0.44	2.6750000000000003
7	2	1.7750000000000001	2.5100000000000002
7	3	2.295	2.485
7	4	2.85	2.495
7	5	3.2600000000000002	2.5300000000000002
8	1	0.355	2.665
8	2	1.7650000000000001	2.54
8	3	2.2600000000000002	2.505
8	4	2.865	2.485
8	5	3.25	2.52
9	1	0.315	2.68
9	2	1.745	2.54
9	3	2.245	2.505
9	4	2.86	2.5100000000000002
9	5	3.2600000000000002	2.52
10	1	0.315	2.68
10	2	1.665	2.5300000000000002
10	3	2.2600000000000002	2.505
10	4	2.915	2.45
10	5	3.315	2.5
11	2	1.645	2.52
11	3	2.225	2.495
11	4	2.895	2.45
11	5	3.335	2.495
12	2	1.605	2.535
12	3	2.205	2.535
12	4	2.915	2.5
12	5	3.325	2.5500000000000003
13	2	1.56	2.525
13	3	2.185	2.525
13	4	2.915	2.5100000000000002
13	5	3.335	2.5300000000000002
13	6	2.58	2.485
14	2	1.5250000000000001	2.5300000000000002
14	3	2.18	2.505
14	4	2.935	2.46
14	5	3.37	2.5300000000000002
14	6	2.58	2.495
15	2	1.475	2.5300000000000002
15	3	2.185	2.515
15	4	2.935	2.5
15	5	3.35	2.5500000000000003
15	6	2.595	2.485
16	2	1.385	2.57
16	3	2.15	2.535
16	4	2.945	2.5300000000000002
16	5	3.39	2.58
16	6	2.575	2.485
17	2	1.325	2.595
17	3	2.085	2.525
17	4	2.9050000000000002	2.495
17	5	3.335	2.57
17	6	2.5500000000000003	2.505
18	2	1.215	2.585
18	3	2.095	2.535
18	4	2.9250000000000003	2.485
18	5	3.39	2.5300000000000002
18	6	2.515	2.495
19	2	1.16	2.58
19	3	2.065	2.54
19	4	2.935	2.45
19	5	3.355	2.5300000000000002
19	6	2.515	2.505
20	2	1.1500000000000001	2.5500000000000003
20	3	2.02	2.5300000000000002
20	4	2.9050000000000002	2.45
20	5	3.365	2.495
20	6	2.485	2.45
21	2	1.055	2.5100000000000002
21	3	2.0	2.515
21	4	2.945	2.45
21	5	3.355	2.485
21	6	2.43	2.46
22	2	0.925	2.495
22	3	1.96	2.47
22	4	2.9050000000000002	2.41
22	5	3.38	2.46
22	6	2.44	2.43
23	2	0.86	2.54
23	3	1.945	2.485
23	4	2.96	2.45
23	5	3.38	2.5100000000000002
23	6	2.42	2.45
24	2	0.765	2.5500000000000003
24	3	1.8900000000000001	2.485
24	4	2.9250000000000003	2.46
24	5	3.4	2.515
24	6	2.38	2.44
25	2	0.7000000000000001	2.58
25	3	1.8800000000000001	2.485
25	4	2.98	2.46
25	5	3.46	2.54
25	6	2.38	2.46
26	2	0.6	2.595
26	3	1.83	2.475
26	4	2.935	2.46
26	5	3.44	2.5300000000000002
26	6	2.335	2.45
27	2	0.535	2.58
27	3	1.7850000000000001	2.515
27	4	2.9250000000000003	2.43
27	5	3.45	2.485
27	6	2.305	2.44
27	7	1.175	2.365
28	2	0.43	2.56
28	3	1.72	2.515
28	4	2.9250000000000003	2.475
28	5	3.39	2.495
28	6	2.25	2.43
28	7	1.155	2.375
29	2	0.44	2.5500000000000003
29	3	1.72	2.495
29	4	2.935	2.44
29	5	3.4	2.475
29	6	2.27	2.41
29	7	1.095	2.355
30	3	1.68	2.495
30	4	2.9250000000000003	2.435
30	5	3.42	2.43
30	6	2.24	2.4050000000000002
30	7	1.085	2.4
31	3	1.615	2.485
31	4	2.9050000000000002	2.44
31	5	3.45	2.52
31	6	2.205	2.465
31	7	1.045	2.39
32	3	1.59	2.54
32	4	2.9250000000000003	2.495
32	5	3.39	2.54
32	6	2.195	2.445
32	7	1.0150000000000001	2.365
33	3	1.55	2.515
33	4	2.97	2.485
33	5	3.42	2.52
33	6	2.21	2.415
33	7	0.99	2.38
34	3	1.53	2.5300000000000002
34	4	2.9250000000000003	2.475
34	5	3.42	2.54
34	6	2.16	2.455
34	7	0.9450000000000001	2.41
35	3	1.45	2.5500000000000003
35	4	2.88	2.505
35	5	3.39	2.5500000000000003
35	6	2.11	2.5
35	7	0.915	2.43
36	3	1.365	2.61
36	4	2.89	2.5300000000000002
36	5	3.37	2.56
36	6	2.095	2.52
36	7	0.805	2.44
37	3	1.29	2.56
37	4	2.84	2.475
37	5	3.39	2.5500000000000003
37	6	2.0100000000000002	2.475
37	7	0.785	2.41
38	3	1.2	2.57
38	4	2.875	2.485
38	5	3.37	2.56
38	6	1.98	2.515
38	7	0.74	2.42
39	3	1.225	2.535
39	4	2.845	2.445
39	5	3.37	2.52
39	6	2.015	2.41
39	7	0.7000000000000001	2.39
40	3	1.215	2.56
40	4	2.86	2.52
40	5	3.365	2.505
40	6	1.925	2.455
40	7	0.6900000000000001	2.41
41	3	1.16	2.56
41	4	2.86	2.485
41	5	3.36	2.56
41	6	1.86	2.485
41	7	0.655	2.375
42	3	1.165	2.5100000000000002
42	4	2.895	2.465
42	5	3.39	2.54
42	6	1.865	2.45
42	7	0.655	2.375
43	3	1.055	2.5500000000000003
43	4	2.9050000000000002	2.52
43	5	3.39	2.54
43	6	1.875	2.44
43	7	0.585	2.375
44	3	0.99	2.515
44	4	2.88	2.485
44	5	3.345	2.5
44	6	1.805	2.3850000000000002
44	7	0.54	2.355
45	3	0.895	2.495
45	4	2.9250000000000003	2.435
45	5	3.37	2.475
45	6	1.745	2.345
45	7	0.54	2.365
46	3	0.8200000000000001	2.5500000000000003
46	4	2.94	2.43
46	5	3.355	2.465
46	6	1.69	2.355
46	7	0.495	2.355
47	3	0.8200000000000001	2.58
47	4	2.945	2.43
47	5	3.335	2.5100000000000002
47	6	1.71	2.42
47	7	0.44	2.3850000000000002
48	3	0.685	2.585
48	4	2.94	2.44
48	5	3.33	2.485
48	6	1.62	2.41
49	3	0.6	2.61
49	4	2.9050000000000002	2.485
49	5	3.335	2.52
49	6	1.59	2.45
50	3	0.58	2.6
50	4	2.945	2.465
50	5	3.355	2.52
50	6	1.57	2.43
51	3	0.46	2.645
51	4	2.935	2.455
51	5	3.37	2.57
51	6	1.44	2.5
52	3	0.37	2.595
52	4	2.96	2.485
52	5	3.33	2.56
52	6	1.46	2.475
53	4	2.9250000000000003	2.44
53	5	3.3000000000000003	2.5100000000000002
53	6	1.28	2.505
54	4	2.915	2.5100000000000002
54	5	3.335	2.5300000000000002
54	6	1.1400000000000001	2.465
55	4	2.945	2.475
55	5	3.3000000000000003	2.56
55	6	1.1300000000000001	2.5300000000000002
56	4	2.97	2.495
56	5	3.345	2.5300000000000002
56	6	1.0	2.575
57	4	2.96	2.495
57	5	3.345	2.5500000000000003
57	6	0.9	2.6350000000000002
58	4	3.0100000000000002	2.5100000000000002
58	5	3.345	2.57
58	6	0.735	2.6350000000000002
59	4	3.0300000000000002	2.475
59	5	3.345	2.54
59	6	0.6900000000000001	2.735
60	4	3.02	2.5
60	5	3.355	2.5300000000000002
60	6	0.5700000000000001	2.61
61	4	3.045	2.46
61	5	3.36	2.57
62	4	3.02	2.44
62	5	3.375	2.54
62	8	1.495	2.42
62	9	2.605	2.43
63	4	3.04	2.485
63	5	3.41	2.54
63	8	1.5050000000000001	2.395
63	9	2.605	2.44
64	4	3.08	2.465
64	5	3.4450000000000003	2.54
64	8	1.465	2.4050000000000002
64	9	2.615	2.435
65	4	3.065	2.475
65	5	3.43	2.5300000000000002
65	8	1.465	2.395
65	9	2.58	2.42
66	4	3.1	2.495
66	5	3.45	2.5500000000000003
66	8	1.44	2.43
66	9	2.56	2.4
67	4	3.075	2.5300000000000002
67	5	3.44	2.59
67	8	1.465	2.42
67	9	2.5500000000000003	2.44
68	4	3.055	2.495
68	5	3.41	2.54
68	8	1.43	2.44
68	9	2.54	2.42
69	4	3.035	2.52
69	5	3.46	2.56
69	8	1.45	2.455
69	9	2.505	2.44
70	4	3.045	2.495
70	5	3.45	2.5500000000000003
70	8	1.43	2.465
70	9	2.525	2.455
71	4	3.0700000000000003	2.505
71	5	3.485	2.5500000000000003
71	8	1.4000000000000001	2.455
71	9	2.515	2.46
72	4	3.12	2.54
72	5	3.505	2.5300000000000002
72	8	1.42	2.44
72	9	2.495	2.44
73	4	3.065	2.54
73	5	3.5500000000000003	2.57
73	8	1.4000000000000001	2.46
73	9	2.515	2.475
74	4	3.13	2.5500000000000003
74	5	3.5700000000000003	2.57
74	8	1.4000000000000001	2.45
74	9	2.495	2.45
75	4	3.13	2.56
75	5	3.595	2.61
75	8	1.42	2.475
75	9	2.475	2.47
76	4	3.13	2.5100000000000002
76	5	3.625	2.625
76	8	1.41	2.465
76	9	2.495	2.45
77	4	3.185	2.54
77	5	3.625	2.59
77	8	1.3800000000000001	2.485
77	9	2.475	2.475
78	4	3.14	2.52
78	5	3.65	2.615
78	8	1.42	2.465
78	9	2.505	2.47
79	4	3.215	2.5300000000000002
79	5	3.68	2.6
79	8	1.4000000000000001	2.475
79	9	2.485	2.46
80	4	3.24	2.52
80	5	3.69	2.56
80	8	1.4000000000000001	2.45
80	9	2.455	2.47
80	10	2.045	2.525
81	4	3.245	2.52
81	5	3.69	2.615
81	8	1.3900000000000001	2.455
81	9	2.475	2.44
81	10	2.0100000000000002	2.515
82	4	3.2600000000000002	2.5500000000000003
82	5	3.755	2.59
82	8	1.41	2.465
82	9	2.44	2.455
82	10	1.955	2.485
83	4	3.185	2.54
83	5	3.735	2.615
83	8	1.4000000000000001	2.44
83	9	2.475	2.455
83	10	1.98	2.505
84	4	3.245	2.56
84	5	3.8000000000000003	2.625
84	8	1.41	2.455
84	9	2.44	2.455
84	10	1.955	2.505
85	4	3.215	2.54
85	5	3.775	2.6350000000000002
85	8	1.3900000000000001	2.485
85	9	2.435	2.485
85	10	1.955	2.515
86	4	3.215	2.56
86	5	3.8000000000000003	2.6350000000000002
86	8	1.375	2.485
86	9	2.42	2.495
86	10	1.925	2.54
87	4	3.235	2.56
87	5	3.81	2.6350000000000002
87	8	1.365	2.505
87	9	2.365	2.515
87	10	1.895	2.56
88	4	3.215	2.56
88	5	3.785	2.6
88	8	1.355	2.485
88	9	2.325	2.465
88	10	1.86	2.54
88	11	2.895	2.56
89	4	3.27	2.58
89	5	3.84	2.59
89	8	1.335	2.475
89	9	2.365	2.465
89	10	1.835	2.54
89	11	2.875	2.54
90	4	3.225	2.505
90	5	3.81	2.57
90	8	1.315	2.4050000000000002
90	9	2.29	2.41
90	10	1.7850000000000001	2.475
90	11	2.875	2.52
91	4	3.235	2.5500000000000003
91	5	3.81	2.59
91	8	1.315	2.445
91	9	2.335	2.455
91	10	1.815	2.495
91	11	2.86	2.475
92	4	3.29	2.57
92	5	3.8200000000000003	2.6
92	8	1.315	2.445
92	9	2.315	2.44
92	10	1.7850000000000001	2.495
92	11	2.815	2.5300000000000002
93	4	3.29	2.54
93	5	3.85	2.61
93	8	1.29	2.44
93	9	2.315	2.455
93	10	1.7850000000000001	2.485
93	11	2.805	2.515
94	4	3.27	2.475
94	5	3.84	2.54
94	8	1.335	2.42
94	9	2.2800000000000002	2.42
94	10	1.7650000000000001	2.46
94	11	2.785	2.5100000000000002
95	4	3.29	2.465
95	5	3.9050000000000002	2.515
95	8	1.335	2.4
95	9	2.27	2.41
95	10	1.735	2.45
95	11	2.785	2.475
96	4	3.315	2.485
96	5	3.84	2.52
96	8	1.315	2.3850000000000002
96	9	2.27	2.39
96	10	1.695	2.485
96	11	2.755	2.505
97	4	3.345	2.41
97	5	3.85	2.495
97	9	2.25	2.33
97	10	1.695	2.4
97	11	2.745	2.475
97	12	2.935	2.42
98	4	3.345	2.43
98	5	3.9250000000000003	2.485
98	9	2.2600000000000002	2.345
98	10	1.685	2.41
98	11	2.755	2.465
98	12	2.915	2.39
